id,WEEK,DATE,REGION,TWAMP,SITE_ID,SITE_NAME,PRIORITY,PROGRAM_MAPPING,TRANSPORT_OWNER,VLAN_U,TRANSPORT,SITE_HUB,DATEK,LINK_ROUTE,SUSPECT,SUSPECT_CATEGORY,RECOMMENDATION_ACTION,ASSESSMENT_STATUS,ACTIVITY_STATUS,QUALITY_STATUS_WEEKLY,FINAL_STATUS,evidence,created_at,updated_at,updated_by,signed_year,date_ran,week_ran
492,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MBN070,MBN070ML1_TBG_DESAKARYAMUKTIML1,P2,Red Transport 2021 & Unlock BW Limiting,TELKOM,2483,#N/A,#N/A,"  ME-D1-BTBA ME-D1-BTBA_sap:2/1/2:2483
",MBN070(RADIO);MBN048(RADIO);KTL008(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
493,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA005,MGA005ML1_TSEL_PTILP,P2,No Program,TELKOM,2433,#N/A,#N/A,"  ME-D1-BDAA ME-D1-BDAA_sap:lag-1:2433
",MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
494,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA033,MGA033ML1_TSEL_GEDUNGMENENGML1,P1,Red Transport 2021,TELKOM,2469,RADIO,#N/A,"  ME-D1-BDAA ME-D1-BDAA_sap:lag-1:2469
",MGA033(RADIO);GNS009(RADIO);GNS015(RADIO);GNS011(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
495,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA040,MGA040MM_TSEL_BRATASENA2,P2,No Program,TELKOM,2148,#N/A,#N/A,#N/A,#N/A,0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
496,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA044,MGA044ML1_TSEL_DANTETELADASML1,P3,Unlock BW Limiting,TELKOM,2471,#N/A,#N/A,  ME-D1-UNDA ME-D1-UNDA_sap:lag-11:2471,MGA044(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
497,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA053,MGA053ML1_TSEL_PTAWSML1,P2,Red Transport 2021,TELKOM,2113,#N/A,#N/A,  ME-D1-UNDA ME-D1-UNDA_sap:lag-4:2113,MGA053(RADIO);MGA008(RADIO);MGA009(RADIO);MGA007(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
498,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA060,MGA060MT1_TSEL_SUNGAINIBUNGMT1,P1,Red Transport 2021,TELKOM,2138,RADIO,#N/A,"  ME-D1-TKBA ME-D1-TKBA_sdp:104:2021102138
",MGA060(RADIO);MGA002(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
499,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA081,MGA081ML1_CEDIPASENAAGUNGML1,P3,Red Transport 2021 & Unlock BW Limiting,TELKOM,2114,#N/A,#N/A,  ME-D1-UNDA ME-D1-UNDA_sap:lag-4:2114,MGA081(RADIO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
500,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA090,MGA090MT1_DMT_GUNUNGTAPAILIRMT1,P4,Red Transport 2021 & Unlock BW Limiting,TELKOMSEL,2135,#N/A,#N/A,"  ME-D1-BDAA ME-D1-BDAA_sap:lag-1:2135
",MGA090(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
501,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA103,MGA103MM1_PRO_PASARKARANGSARI,P4,Red Transport 2021,TELKOMSEL,2148,#N/A,#N/A,"  ME-D1-KBIA ME-D1-KBIA_sap:lag-3:2148
",MGA103(RADIO);KBI006(RADIO);KBI018(RADIO);KBI003(FO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
502,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA165,MGA165MT1_DMT_KEKATUNGMT1,P1,Red Transport 2021,TELKOM,2135,#N/A,#N/A,GPON00-D1-UNT-3 1/5/4/1 ME-D1-UNDA lag-11,MGA165(RADIO);MGA060(RADIO);MGA002(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
503,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA172,MGA172ML1_DMT_MENGGALA4ML1,P2,No Program,TELKOM,2480,#N/A,#N/A,GPON00-D1-UNT-3 1/5/4/1 ME-D1-UNDA lag-11,MGA172(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
504,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA181,MGA181ML1_DMT_PASARPASIRANJAYAML,P2,No Program,TELKOM,2116,#N/A,#N/A,"  ME-D1-MGAA ME-D1-MGAA_sdp:104:2021203200
",MGA181(RADIO);MGA002(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
505,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA182,MGA182ML1_TBG_PERUMAHANCPBML1,P2,No Program,TELKOM,2116,#N/A,#N/A,"  ME-D1-MGAA ME-D1-MGAA_sdp:104:2021203200
",MGA182(RADIO);MGA002(RADIO);MGA005(RADIO);MGA150(RADIO);MGA010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
506,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA188,MGA188ML1_TBG_UNIT5ML1,P1,Red Transport 2021 & Unlock BW Limiting,TELKOM,2489,RADIO,#N/A,GPON00-D1-UNT-3 1/5/4/1 ME-D1-UNDA lag-11,MGA188(RADIO);MGA010(FO),ip radio 192.168.228.42 unmon,0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
507,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MGA229,MGA229MT1_TBG_DENTETELADAS3,P4,No Program,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
508,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO007,MKO007MG1_TSEL_PASARBANTALASLI,P2,Red Transport 2021,TELKOM,2161,#N/A,#N/A,GPON00-D1-MKO-3RAB 1/1/8/2 ME-D1-IPUA lag-2,MKO007(RADIO);MKO010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
509,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO012,MKO012MM_TSEL_AIRMAJUNTO,P2,No Program,TELKOM,2465,#N/A,#N/A,GPON00-D1-MKO-3 1/7/4/27 ME-D1-MKOA lag-2,MKO012(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
510,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO014,MKO014MT1_TSEL_TALANGPETAIMT1,P3,Unlock BW Limiting,TELKOM,2174,#N/A,#N/A,GPON00-D1-MKO-3 1/7/4/27 ME-D1-MKOA lag-2,MKO014(RADIO);MKO012(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
511,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO016,MKO016ML1_TSEL_AIR BIKUK,P2,Red Transport 2021,TELKOM,2156,#N/A,#N/A,GPON00-D1-MKO-3RAB 1/1/8/2 ME-D1-IPUA lag-2,MKO016(RADIO);MKO004(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
512,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO032,MKO032ML1_PRO_SUMBERMAKMURML1,P4,No Program,TELKOMSEL,2169,#N/A,#N/A,GPON00-D1-MKO-3 1/7/4/27 ME-D1-MKOA lag-2,MKO032(RADIO);MKO012(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
513,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO043,MKO043ML1_DMT_PASARBANTALML1,P2,Red Transport 2021,TELKOM,2156,#N/A,#N/A,GPON00-D1-MKO-3RAB 1/1/8/2 ME-D1-IPUA lag-2,MKO043(RADIO);MKO007(RADIO);MKO010(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
514,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO046,MKO046ML1_DMT_LUBUKGEDANG2ML1,P4,No Program,TELKOMSEL,2169,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
515,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO057,MKO057MM_IBS_BUNGATANJUNGMUKOMUK,P4,Red Transport 2021 & Unlock BW Limiting,TELKOMSEL,2161,#N/A,#N/A,GPON00-D1-MKO-3RAB 1/1/8/2 ME-D1-IPUA lag-2,MKO057(RADIO);MKO007(RADIO);MKO010(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
516,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MKO063,MKO063MM1_DMT_SINARJAYA,P4,No Program,TELKOMSEL,2169,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
517,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MNA026,MNA026MG1_TSEL_PAGARGADING,P2,No Program,TELKOM,2413,#N/A,#N/A,#N/A,#N/A,0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
518,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MPR036,MPR036ML1_TSEL_JAYAPURALINGATML1,P2,Red Transport 2021,TELKOM,2100,#N/A,#N/A,GPON02-D1-BTA-3 1/2/5/1 ME-D1-BTRA lag-7,MPR036(RADIO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
519,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MPR157,MPR157MT1_TSEL_SRIKENCANA,P4,Red Transport 2021,TELKOMSEL,2199,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
520,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MRD020,MRD020MT1_TSEL_DAMARPURAMT1,P4,Red Transport 2021 & Unlock BW Limiting,TELKOMSEL,2180,#N/A,#N/A,"  ME-D1-BTRA ME-D1-BTRA_sap:1/2/6:2380
",MRD020(RADIO);MPR023(RADIO);MPR004(RADIO);OKU003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
521,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK001,MSK001MM_TSEL_MUARASABAK,P1,Red Transport 2021,TELKOM,2424,RADIO,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370003386
",MSK001(RADIO);MSK002(RADIO);MSK003(FO),0,Capacity Issue,FONISASI,DONE,DONE,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
522,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK002,MSK002MM1_TSEL_PETROCHINA,P1,Red Transport 2021,TELKOM,2424,RADIO,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021303428
",MSK002(RADIO);MSK003(FO),0,0,1. simplifikasi topologi ke MSK001,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
523,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK004,MSK004MM_TSEL_NIPAHPANJANG,P1,Red Transport 2021 & Unlock BW Limiting,TELKOM,2420,RADIO,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402420
",MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),INTERMEDIETE MSK006 MENUNGGU CO TRAFFIC,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
524,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK007,MSK007MM1_TSEL_KAMPUNGLAUT,P2,Red Transport 2021,TELKOM,2420,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402420
",MSK007(RADIO);MSK002(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
525,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK009,MSK009MT1_TSEL_SADUMT1,P2,Red Transport 2021,TELKOM,2483,#N/A,#N/A,#N/A,#N/A,0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
526,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK011,MSK011MT1_TSEL_SUNGAITOMANMT1,P2,Red Transport 2021,TELKOM,2488,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:112:2021202488
",MSK011(RADIO);SGE005(RADIO);SGE002(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
527,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK013,MSK013ML1_DMT_SUNGAILOKANML1,P2,Red Transport 2021 & Unlock BW Limiting,TELKOM,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000801
",MSK013(RADIO);MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
528,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK015,MSK015ML1_TSEL_MENDAHARAILIRML1,P3,Red Transport 2021,TELKOM,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021302462
",MSK015(RADIO);MSK007(RADIO);MSK002(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
529,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK016,MSK016MM_TBG_LAMBURLUAR,P1,Red Transport 2021 & Unlock BW Limiting,TELKOM,2424,RADIO,#N/A,#N/A,#N/A,"1. No Alarm
2. Cap 1+0",0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
530,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK019,MSK019MT1_TBG_BERBAKMT1,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
531,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK022,MSK022MT1_DMT_KOTOKANDISMT1,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370003386
",MSK022(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
532,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK023,MSK023ML1_TSEL_GERAGAIML1,P4,Red Transport 2021,TELKOMSEL,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021302462
",MSK023(RADIO);MSK002(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
533,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK026,MSK026MT1_DMT_TELUKMAJELISMT1,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
534,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK027,MSK027MT1_PRO_PEMUSIRANMT1,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021303428
",MSK027(RADIO);MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
535,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK028,MSK028MT1_PRO_BUNGATANJUNGNIPAHM,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402483
",MSK028(RADIO);MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
536,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK029,MSK029MT1_DMT_PANDANSEJAHTERAMT1,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402483
",MSK029(RADIO);MSK002(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
537,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK030,MSK030MM_PRO_SIAUDALAM,P4,Red Transport 2021,TELKOMSEL,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402483
",MSK030(RADIO);MSK001(RADIO);MSK002(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
538,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK036,MSK036MT1_DMT_TELAGOLIMO,P4,Red Transport 2021,TELKOMSEL,2491,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021302491
",MSK036(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
539,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK038,MSK038MM_TBG_BANDARJAYARANTAURAS,P2,Red Transport 2021,TELKOM,2424,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000840
",MSK038(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
540,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK041,MSK041MT1_EMS_LAGANTENGAHMT1,P2,Red Transport 2021,TELKOM,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021303428
",MSK041(RADIO);MSK002(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
541,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK047,MSK047ML1_EMSMAN2SABAK,P3,Red Transport 2021,TELKOM,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021302462
",MSK047(RADIO);MSK001(RADIO);MSK002(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
542,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK049,MSK049MM_CMI_LAGANULU,P3,Red Transport 2021,TELKOM,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021302462
",MSK049(RADIO);MSK002(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
543,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK050,MSK050MM_TBG_DESASUNGAIJAMBAT,P2,Red Transport 2021,TELKOM,2488,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000840
",MSK050(RADIO);MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
544,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK054,MSK054MM_DMT_SUNGAISAYANGSADU,P2,Red Transport 2021,TELKOM,2488,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021202488
",MSK054(RADIO);MSK004(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
545,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK055,MSK055ML1_DMT_SUNGAIJERUKNIPAHPA,P2,Red Transport 2021,TELKOM,2483,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000840
",MSK055(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
546,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK057,MSK057ML1_DMT_DESARANTAUMAKMURML,P4,Red Transport 2021,TELKOMSEL,2462,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000840
",MSK057(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
547,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK067,MSK067MM_DMT_HARAPANMAKMURRANTAU,P4,Red Transport 2021,TELKOMSEL,2488,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:1370000801
",MSK067(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
548,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK071,MSK071MG1_TBG_RANTAURASAUDESA,P4,Red Transport 2021,TELKOMSEL,2488,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021202488
",MSK071(RADIO);MSK006(RADIO);MSK010(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
549,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK076,MSK076MG1_DMT_TELUKMAJELISKUALAB,P4,Red Transport 2021,TELKOMSEL,2491,#N/A,#N/A,  ME-D1-MDOA ME-D1-MDOA_sdp:119:2021303183,MSK076(RADIO);MSK007(RADIO);MSK002(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
550,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK077,MSK077MG1_DMT_SUNGAITAWARLAGANTE,P4,Red Transport 2021,TELKOMSEL,2424,#N/A,#N/A,"  ME-D1-JBCA ME-D1-JBCA_sdp:119:2021402424
",MSK077(RADIO);MSK002(RADIO);MSK003(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
551,52,2021-12-30,02-SUMBAGSEL,HUAWEI,MSK078,MSK078MM1_TBG_PESANTRENALHIDAYAH,P4,Red Transport 2021,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
